X,Y
-120.2867088,55.35423817
-120.264251,55.35423817
-120.2417931,55.35423817
-120.2193352,55.35423817
-120.1968773,55.35423817
-120.1744194,55.35423817
-120.1519615,55.35423817
-120.1295037,55.35423817
-120.1070458,55.35423817
-120.0845879,55.35423817
-120.06213,55.35423817
-120.0396721,55.35423817
-120.0172143,55.35423817
-121.0502768,55.36700344
-121.0278189,55.36700344
-121.0053611,55.36700344
-120.9829032,55.36700344
-120.9604453,55.36700344
-120.9379874,55.36700344
-120.9155295,55.36700344
-120.8930717,55.36700344
-120.8706138,55.36700344
-120.8481559,55.36700344
-120.825698,55.36700344
-120.8032401,55.36700344
-120.7807822,55.36700344
-120.7583244,55.36700344
-120.7358665,55.36700344
-120.7134086,55.36700344
-120.6909507,55.36700344
-120.6684928,55.36700344
-120.646035,55.36700344
-120.6235771,55.36700344
-120.6011192,55.36700344
-120.5786613,55.36700344
-120.5562034,55.36700344
-120.5337455,55.36700344
-120.5112877,55.36700344
-120.4888298,55.36700344
-120.4663719,55.36700344
-120.443914,55.36700344
-120.4214561,55.36700344
-120.3989983,55.36700344
-120.3765404,55.36700344
-120.3540825,55.36700344
-120.3316246,55.36700344
-120.3091667,55.36700344
-120.2867088,55.36700344
-120.264251,55.36700344
-120.2417931,55.36700344
-120.2193352,55.36700344
-120.1968773,55.36700344
-120.1744194,55.36700344
-120.1519615,55.36700344
-120.1295037,55.36700344
-120.1070458,55.36700344
-120.0845879,55.36700344
-120.06213,55.36700344
-120.0396721,55.36700344
-120.0172143,55.36700344
-121.0727347,55.37976459
-121.0502768,55.37976459
-121.0278189,55.37976459
-121.0053611,55.37976459
-120.9829032,55.37976459
-120.9604453,55.37976459
-120.9379874,55.37976459
-120.9155295,55.37976459
-120.8930717,55.37976459
-120.8706138,55.37976459
-120.8481559,55.37976459
-120.825698,55.37976459
-120.8032401,55.37976459
-120.7807822,55.37976459
-120.7583244,55.37976459
-120.7358665,55.37976459
-120.7134086,55.37976459
-120.6909507,55.37976459
-120.6684928,55.37976459
-120.646035,55.37976459
-120.6235771,55.37976459
-120.6011192,55.37976459
-120.5786613,55.37976459
-120.5562034,55.37976459
-120.5337455,55.37976459
-120.5112877,55.37976459
-120.4888298,55.37976459
-120.4663719,55.37976459
-120.443914,55.37976459
-120.4214561,55.37976459
-120.3989983,55.37976459
-120.3765404,55.37976459
-120.3540825,55.37976459
-120.3316246,55.37976459
-120.3091667,55.37976459
-120.2867088,55.37976459
-120.264251,55.37976459
-120.2417931,55.37976459
-120.2193352,55.37976459
-120.1968773,55.37976459
-120.1744194,55.37976459
-120.1519615,55.37976459
-120.1295037,55.37976459
-120.1070458,55.37976459
-120.0845879,55.37976459
-120.06213,55.37976459
-120.0396721,55.37976459
-120.0172143,55.37976459
-121.0951926,55.39252163
-121.0727347,55.39252163
-121.0502768,55.39252163
-121.0278189,55.39252163
-121.0053611,55.39252163
-120.9829032,55.39252163
-120.9604453,55.39252163
-120.9379874,55.39252163
-120.9155295,55.39252163
-120.8930717,55.39252163
-120.8706138,55.39252163
-120.8481559,55.39252163
-120.825698,55.39252163
-120.8032401,55.39252163
-120.7807822,55.39252163
-120.7583244,55.39252163
-120.7358665,55.39252163
-120.7134086,55.39252163
-120.6909507,55.39252163
-120.6684928,55.39252163
-120.646035,55.39252163
-120.6235771,55.39252163
-120.6011192,55.39252163
-120.5786613,55.39252163
-120.5562034,55.39252163
-120.5337455,55.39252163
-120.5112877,55.39252163
-120.4888298,55.39252163
-120.4663719,55.39252163
-120.443914,55.39252163
-120.4214561,55.39252163
-120.3989983,55.39252163
-120.3765404,55.39252163
-120.3540825,55.39252163
-120.3316246,55.39252163
-120.3091667,55.39252163
-120.2867088,55.39252163
-120.264251,55.39252163
-120.2417931,55.39252163
-120.2193352,55.39252163
-120.1968773,55.39252163
-120.1744194,55.39252163
-120.1519615,55.39252163
-120.1295037,55.39252163
-120.1070458,55.39252163
-120.0845879,55.39252163
-120.06213,55.39252163
-120.0396721,55.39252163
-120.0172143,55.39252163
-121.1176505,55.40527455
-121.0951926,55.40527455
-121.0727347,55.40527455
-121.0502768,55.40527455
-121.0278189,55.40527455
-121.0053611,55.40527455
-120.9829032,55.40527455
-120.9604453,55.40527455
-120.9379874,55.40527455
-120.9155295,55.40527455
-120.8930717,55.40527455
-120.8706138,55.40527455
-120.8481559,55.40527455
-120.825698,55.40527455
-120.8032401,55.40527455
-120.7807822,55.40527455
-120.7583244,55.40527455
-120.7358665,55.40527455
-120.7134086,55.40527455
-120.6909507,55.40527455
-120.6684928,55.40527455
-120.646035,55.40527455
-120.6235771,55.40527455
-120.6011192,55.40527455
